8,0,5,0,0,1,2,3,1,0,1,18,0,0,1,0,3,0,0,0,3,0,3,0,1,0,9,0,0,0,5,4,1,6,1,6,0,0,2,1,4,3,1,2,5,5,0,1,0,9,10,1,0,6,1,2,4,0,1,0,0,1,1,2,1,4,0,2,1,7,4,32,1,0,0,6,3,0,4,20,10,8,0,5,14,2,10,30,0,1,2,0,0,1,3,4,0,2,0,8,3,4,0,3,9,1,0,0,0,3,1,12,0,6,0,6,1,0,0,9,7,0,2,2,0,2,1,2,0,0,0,5,0,0,2,1,0,0,4,3,9,0,1,11,0,5,4,0,1,0,1,0,0,0,35,0,3,0,1,4,3,1,3,0,0,2,2,1,2,0,2,0,9,0,0,0,10,0,0,19,4,1,0,1,3,0,0,17,7,5,11,0,4,5,4,1,7,1,0,0,0,0,11,1,0,4,1,2,0,7,0,22,0,0,4,1,2,0,0,0,3,1,0,2,30,0,5,2,0,0,18,1,4,2,0,1,5,0,7,7,0,0,2,11,2,7,0,1,0,4,2,0,0,1,12,0,1,0,22,0,0,0,0,0,1,0,0,4,3,6,0,4,7,3,25,3,1,4,0,0,0,1,2,0,0,3,1,1,0,2,1,2,2,3,0,0,3,2,0,0,0,2,1,0,0,1,2,1,0,1,7,3,0,5,2,1,1,0,0,1,2,0,1,6,2,1,0,0,0,0,0,1,0,1,8,1,0,0,3,0,2,15,0,1,0,0,1,3,1,0,5,0,5,0,4,0,2,2,5,43,3,3,0,1,0,1,1,1,2,4,3,0,4,0,2,6,4,1,31,0,1,14,7,0,4,2,5,1,0,9,5,31,0,3,1,11,1,0,0,12 adobe
2,1,1,0,2,4,0,1,0,2,0,0,1,4,0,0,0,4,3,1,0,1,3,2,0,0,1,6,4,0,3,0,2,1,0,0,3,3,1,3,0,0,1,0,2,1,8,1,0,4,7,0,2,5,0,0,1,3,4,1,2,3,1,5,1,2,3,0,0,3,2,6,0,1,3,4,2,2,0,3,0,5,0,1,9,2,1,6,1,2,0,12,3,1,0,1,9,1,0,5,2,1,0,0,0,0,2,2,5,0,4,0,0,6,4,3,2,0,0,3,1,0,0,0,0,0,0,0,1,0,1,14,3,3,3,0,5,0,1,0,0,1,0,1,0,2,2,1,0,0,1,1,1,0,1,0,5,1,1,1,0,1,0,0,10,0,0,0,0,0,2,7,0,0,1,0,1,0,0,1,2,0,2,0,1,4,2,8,3,3,1,0,1,0,0,0,0,0,0,5,0,9,0,2,0,0,0,0,0,2,3,4,0,0,1,0,0,4,1,3,0,1,4,0,6,2,1,0,0,1,0,1,0,0,4,1,7,4,0,3,2,0,2,4,1,0,3,7,0,0,0,0,0,3,1,0,2,1,1,0,0,1,0,2,3,2,0,0,1,7,0,1,0,3,2,3,1,0,0,2,1,4,1,1,1,1,3,1,1,3,1,7,0,0,0,0,4,0,1,0,0,1,7,0,0,0,3,0,5,1,2,3,2,1,2,0,2,0,1,1,2,1,5,0,7,1,0,0,1,0,10,3,1,1,1,2,0,0,9,2,0,10,1,3,0,0,0,2,1,13,1,3,3,0,2,0,0,0,3,4,0,0,4,0,0,0,3,2,0,0,0,3,1,3,1,8,5,0,1,4,0,0,2,11,2,0,0,1,2,4,0,0,1,3,0,1,1,0,0,0 adobe
2,1,1,0,2,4,0,1,0,2,0,0,1,4,0,0,0,4,3,1,0,1,3,2,0,0,1,6,4,0,3,0,2,1,0,0,3,3,1,3,0,0,1,0,2,1,8,1,0,4,7,0,2,5,0,0,1,3,4,1,2,3,1,5,1,2,3,0,0,3,2,6,0,1,3,4,2,2,0,3,0,5,0,1,9,2,1,6,1,2,0,12,3,1,0,1,9,1,0,5,2,1,0,0,0,0,2,2,5,0,4,0,0,6,4,3,2,0,0,3,1,0,0,0,0,0,0,0,1,0,1,14,3,3,3,0,5,0,1,0,0,1,0,1,0,2,2,1,0,0,1,1,1,0,1,0,5,1,1,1,0,1,0,0,10,0,0,0,0,0,2,7,0,0,1,0,1,0,0,1,2,0,2,0,1,4,2,8,3,3,1,0,1,0,0,0,0,0,0,5,0,9,0,2,0,0,0,0,0,2,3,4,0,0,1,0,0,4,1,3,0,1,4,0,6,2,1,0,0,1,0,1,0,0,4,1,7,4,0,3,2,0,2,4,1,0,3,7,0,0,0,0,0,3,1,0,2,1,1,0,0,1,0,2,3,2,0,0,1,7,0,1,0,3,2,3,1,0,0,2,1,4,1,1,1,1,3,1,1,3,1,7,0,0,0,0,4,0,1,0,0,1,7,0,0,0,3,0,5,1,2,3,2,1,2,0,2,0,1,1,2,1,5,0,7,1,0,0,1,0,10,3,1,1,1,2,0,0,9,2,0,10,1,3,0,0,0,2,1,13,1,3,3,0,2,0,0,0,3,4,0,0,4,0,0,0,3,2,0,0,0,3,1,3,1,8,5,0,1,4,0,0,2,11,2,0,0,1,2,4,0,0,1,3,0,1,1,0,0,0 adobe
2,2,0,0,5,2,0,2,2,3,0,1,20,10,0,0,1,2,5,1,0,1,3,7,0,3,0,2,6,0,0,2,2,0,2,0,6,0,3,17,6,0,0,0,1,0,8,1,0,0,2,5,1,2,0,0,4,0,3,2,1,1,3,2,0,4,2,0,1,0,0,0,0,5,0,4,0,0,0,2,2,3,0,0,2,0,1,1,7,3,0,1,7,2,1,0,1,0,0,0,1,0,0,0,1,0,1,3,4,1,4,0,7,6,2,3,0,1,2,0,2,8,4,0,18,0,0,1,2,0,10,1,0,1,0,1,2,0,0,0,1,0,9,0,10,1,2,0,2,4,0,3,3,1,0,0,6,3,3,0,1,1,3,1,4,0,0,4,0,0,1,3,4,2,0,1,1,0,2,2,0,2,1,7,0,2,4,2,5,0,0,1,0,0,1,1,1,0,0,2,0,8,0,0,0,1,0,0,7,1,7,0,0,0,0,6,0,0,3,11,1,0,0,7,1,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,3,9,2,1,0,3,10,11,2,0,2,0,3,1,0,0,5,0,3,0,7,0,0,5,2,0,1,1,1,2,3,0,3,1,0,5,0,2,5,7,2,1,3,0,1,0,5,0,1,0,0,0,0,0,0,0,3,0,17,3,0,0,12,0,3,0,2,0,2,1,2,0,0,1,1,0,1,7,0,0,3,0,1,0,0,1,0,2,1,1,6,4,7,0,1,0,0,1,5,0,1,1,1,1,1,3,1,8,2,3,3,1,1,0,0,0,0,0,0,2,0,0,3,2,5,0,4,3,0,0,0,20,0,0,0,2,1,1,0,10,0,1,1,0,1,0,2,2,3,1,1,1,0,3,0,2,0,2,2,0 adobe
3,5,0,0,7,2,0,3,0,10,0,0,2,2,0,0,1,2,0,0,0,0,2,1,0,10,1,5,3,0,3,0,4,0,0,1,10,0,2,3,2,0,2,1,2,0,10,0,0,0,1,4,1,3,0,4,0,0,2,0,0,0,6,1,0,1,3,0,1,0,0,0,0,1,2,1,1,2,0,0,0,3,0,3,0,0,1,1,8,0,0,0,9,2,2,0,2,0,1,1,0,2,0,2,1,0,10,5,4,0,4,2,4,3,8,0,0,0,0,0,4,2,0,0,4,0,0,0,1,0,30,1,0,3,0,0,2,0,0,1,1,6,0,1,1,5,1,0,0,1,1,0,1,6,1,0,2,1,4,2,8,0,0,0,2,0,0,0,2,0,0,1,4,0,1,0,3,0,0,1,1,0,2,11,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,4,0,0,0,0,3,2,3,1,6,0,0,2,1,2,8,7,0,0,3,1,0,0,1,1,0,0,2,0,0,5,7,0,2,0,1,3,7,5,2,5,0,0,3,0,0,0,1,0,3,1,12,0,1,1,0,0,0,0,6,0,2,0,0,0,0,0,0,1,2,0,1,3,0,0,11,6,1,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,3,2,0,0,6,0,1,0,0,1,1,0,0,0,0,1,3,0,5,0,0,0,0,0,1,0,0,0,0,0,1,7,10,0,12,1,2,0,1,0,0,0,0,4,0,1,0,0,0,3,0,8,0,0,0,0,0,8,0,0,0,4,1,0,1,10,0,0,2,3,0,0,0,3,0,5,5,0,4,0,2,4,0,0,0,0,2,0,0,5,3,3,0,0,0,1,0,1,0,4,3,3 adobe
3,3,4,3,4,8,0,7,1,7,2,0,2,3,4,1,14,2,13,6,8,0,5,11,5,0,2,2,2,0,3,1,4,2,3,1,5,1,1,2,2,0,5,5,9,5,2,0,0,8,4,7,7,3,0,17,1,0,8,0,0,9,3,8,0,1,12,2,1,13,5,14,0,1,6,0,2,8,3,8,4,4,1,4,6,4,4,17,1,3,1,0,2,2,3,1,3,0,3,3,1,2,0,1,3,0,3,1,0,0,2,3,11,8,7,3,1,3,5,0,5,3,2,0,12,0,0,2,2,3,12,5,2,4,6,0,3,0,0,3,10,1,5,6,4,1,2,2,7,5,4,0,3,4,15,3,7,2,1,8,7,2,0,0,3,2,5,0,3,0,3,4,11,7,3,0,11,0,4,9,0,29,2,11,1,2,1,38,12,1,0,1,4,1,10,0,1,2,0,5,3,5,4,6,0,8,2,2,2,9,3,6,4,16,1,4,3,2,3,11,4,0,3,11,8,0,2,41,0,8,10,0,1,5,3,0,5,5,1,2,7,2,7,3,2,2,10,2,0,10,8,3,2,2,22,1,10,4,9,0,2,0,12,11,3,3,0,37,3,10,25,1,7,4,13,2,0,20,4,1,3,6,2,0,4,9,2,0,2,0,0,1,1,3,2,0,3,1,5,2,0,0,1,1,3,0,7,3,3,0,9,12,3,11,6,2,4,0,0,0,2,2,1,37,4,1,0,3,3,2,1,4,10,3,10,3,14,0,34,1,0,20,4,8,12,1,0,1,1,5,16,0,1,0,1,9,1,1,0,2,3,4,1,4,0,0,2,3,0,0,1,8,21,2,2,7,4,1,15,2,0,1,0,0,2,2,8,6,0,1,7,4,3,3,0,8,2,1,3,5 adobe
18,2,4,0,2,0,1,11,4,4,1,7,0,9,1,0,2,4,7,3,0,3,5,0,5,5,9,10,6,7,1,2,2,1,0,11,4,2,3,3,8,0,4,1,4,8,7,1,4,11,9,6,3,4,2,1,5,2,0,0,1,18,9,1,0,5,4,3,0,3,6,25,3,6,3,12,5,7,1,7,1,6,1,6,1,2,5,18,1,4,3,9,6,5,3,3,8,2,1,3,0,2,0,1,0,5,5,1,1,1,5,19,2,2,3,3,0,1,4,5,4,2,3,7,1,5,0,1,1,8,3,0,1,17,4,0,3,0,0,2,0,1,0,2,10,11,3,0,13,1,3,0,3,0,57,1,8,0,3,20,2,2,1,0,5,1,0,0,0,12,1,12,8,2,0,2,8,0,2,10,0,0,0,2,2,1,4,4,5,0,0,5,2,12,9,0,0,3,5,1,3,0,4,4,1,2,0,2,0,9,5,28,0,1,2,1,1,5,2,4,1,1,3,6,13,3,1,0,0,4,12,0,0,4,4,5,1,2,18,10,2,2,6,8,0,6,4,0,0,1,3,0,2,1,2,1,5,9,8,0,0,1,5,2,1,2,1,1,1,9,17,2,9,7,27,4,0,1,2,1,2,5,5,3,0,11,1,0,1,3,0,0,0,5,13,0,0,0,2,3,0,0,7,1,6,1,8,1,5,0,1,1,0,3,5,3,0,1,0,2,6,0,0,7,0,2,0,3,2,0,8,1,7,7,3,1,4,1,0,3,0,4,2,0,0,1,1,0,1,4,0,4,9,1,7,3,3,0,2,24,5,6,2,13,3,3,1,2,0,0,0,1,6,1,0,2,13,2,21,10,5,3,0,1,0,1,0,10,0,16,6,3,0,2,1,8,1,1,2,1 adobe
0,2,0,7,6,1,0,1,0,6,3,5,1,5,2,2,1,2,0,0,0,5,8,1,0,5,0,0,2,2,0,0,0,1,0,0,0,0,1,0,4,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,0,0,2,0,0,14,1,0,1,1,1,0,6,0,2,0,1,0,2,9,1,2,0,2,1,1,1,0,17,8,0,0,2,0,0,0,0,0,0,3,1,1,0,0,0,0,2,0,0,6,3,1,2,2,0,0,7,1,5,0,5,1,21,1,1,1,0,0,1,0,0,0,2,0,8,16,0,0,0,1,0,3,2,0,4,2,7,3,0,7,0,0,10,0,0,3,0,2,3,0,0,0,2,0,0,0,1,0,0,1,1,7,4,0,0,0,1,14,3,0,1,2,1,0,2,0,4,1,0,2,0,2,0,1,2,0,1,0,1,3,5,2,0,4,1,0,1,3,0,0,0,0,0,1,0,5,1,3,2,5,1,0,0,0,2,0,6,8,0,1,0,1,1,0,0,1,0,1,4,0,0,1,2,1,3,4,0,0,2,1,2,4,0,0,0,1,0,0,1,0,0,0,0,0,3,0,1,3,2,1,0,0,4,3,15,0,5,6,0,0,1,0,2,1,0,1,1,0,4,0,0,0,0,0,2,0,2,1,4,3,1,0,0,2,1,0,0,0,11,0,1,0,3,1,0,0,1,2,0,1,0,0,3,0,0,0,0,2,8,1,0,2,1,7,4,0,6,2,6,1,0,1,7,0,0,6,0,13,0,0,0,0,4,1,2,0,0,1,0,1,0,0,0,2,0,0,0,3,0,0,1,2,2,4,0,2,2,0,1,1,5,1,1,0,2,0,2,15,0,0,1,1,1,2,0,1,2,2,3,0,0,0,0,2 adobe
0,1,0,3,6,0,6,28,13,0,0,2,2,0,3,10,1,0,5,0,0,3,3,3,0,1,3,2,0,0,0,0,0,0,3,0,1,16,0,0,0,4,4,1,3,0,2,0,0,1,0,1,4,1,0,2,0,3,2,5,4,0,2,1,1,0,2,34,1,4,0,2,1,1,0,0,2,1,0,11,1,4,20,0,0,0,0,1,1,1,3,0,0,0,16,2,1,33,0,2,0,0,6,0,0,4,0,0,0,10,14,1,6,4,0,0,5,0,14,2,1,1,4,1,2,14,14,1,6,3,2,6,0,1,1,6,0,1,1,4,14,1,1,0,16,1,0,0,32,17,2,6,0,10,0,6,0,1,1,4,3,1,6,15,0,3,1,4,0,0,0,0,15,0,0,6,1,1,1,2,1,18,0,0,1,3,0,3,1,0,7,0,3,0,1,2,0,0,0,3,0,0,27,0,0,0,1,8,5,3,0,1,3,14,0,0,2,0,0,0,0,13,0,10,0,2,0,3,1,0,4,0,1,0,1,1,0,0,1,1,2,0,0,1,0,2,12,0,7,1,2,0,0,1,23,10,15,0,2,0,2,1,1,7,1,0,6,0,4,1,9,1,2,1,8,0,10,1,3,2,0,0,0,2,4,1,0,0,0,0,7,0,4,7,12,0,0,0,0,0,0,8,5,6,1,0,0,6,1,10,4,0,0,2,0,2,14,5,2,5,0,0,1,2,4,0,3,2,1,5,1,1,3,13,2,1,2,0,26,0,0,3,2,0,0,0,0,7,1,1,3,18,0,19,0,0,1,7,4,0,2,3,2,2,0,0,1,3,0,2,2,0,17,0,0,0,0,11,1,1,0,9,1,2,0,14,3,0,1,0,0,1,2,1,1,4,7,2,0,0 adobe
8,1,1,18,4,3,0,6,2,7,2,3,0,14,2,0,0,7,3,1,0,9,1,10,2,10,1,0,1,0,2,1,3,4,1,0,7,0,3,1,3,1,5,0,1,0,6,4,2,4,4,1,0,2,0,0,1,0,4,1,0,2,5,2,0,7,3,0,1,3,5,7,0,3,1,7,0,2,0,1,0,3,0,3,6,1,5,9,5,0,0,1,11,5,7,0,1,0,0,1,1,3,0,6,2,4,1,6,2,1,2,4,6,3,8,4,0,1,1,0,0,2,3,2,4,1,0,0,2,1,16,16,2,4,0,0,1,0,0,3,1,2,3,4,0,5,1,0,4,3,4,6,1,5,12,0,3,3,2,3,2,0,1,1,10,1,0,1,0,2,2,1,7,7,2,1,3,7,0,5,0,3,0,6,0,4,4,9,1,3,1,2,0,0,0,0,4,6,1,4,1,19,0,0,0,0,0,0,4,3,3,9,2,0,0,5,0,3,4,6,0,0,5,9,7,6,1,0,1,0,1,0,0,1,7,0,2,2,2,4,12,1,3,1,1,6,2,11,1,0,2,5,2,0,31,0,5,0,9,0,1,0,12,2,3,3,0,1,1,5,5,2,10,4,12,7,3,4,2,5,1,1,1,0,4,2,6,0,1,3,1,2,2,0,7,0,3,0,10,7,0,0,3,0,5,0,2,0,2,0,5,1,0,6,2,3,0,2,6,0,0,1,0,0,16,2,2,1,0,3,3,0,11,0,1,5,11,1,3,0,1,6,2,4,0,5,0,5,4,8,6,0,2,0,1,12,2,0,0,14,0,0,0,12,7,0,2,2,1,0,2,2,2,7,0,3,16,1,8,1,18,0,2,20,1,0,1,6,1,4,1,4,1,5,0,2,0,4,1,4 adobe
